Pays,Zone,Région,MIN 200,201 300,301 400,401 500,501 600,601 700,701 800,801 900,901 1000,1001 1200,1201 1400,1401 1600,1601 1800,1801 2000,2001 2500,2500 MAX
DE,DE - 06,Wittgendorf,66.41,93.38,123.03,151.99,180.84,198.93,225.21,251.39,276.79,310.22,366.67,439.36,473.8,507.71,559.57,670.71
DE,DE - 07,Zwickau,70.77,100.43,132.96,164.55,195.95,215.65,244.21,272.5,300.3,333.71,398.54,479.1,516.38,553.08,607.7,728.94
DE,DE - 08,Chemnitz,70.77,100.43,132.96,164.55,195.95,215.65,244.21,272.5,300.3,333.71,398.54,479.1,516.38,553.08,607.7,728.94
DE,DE - 09,Berlin,73.35,104.57,138.79,172.27,204.96,225.5,255.5,285.19,314.18,349.7,417.81,502.94,542.0,580.45,636.79,763.93
DE,DE - 10,Berlin,73.35,104.57,138.79,172.27,204.96,225.5,255.5,285.19,314.18,349.7,417.81,502.94,542.0,580.45,636.79,763.93
DE,DE - 11,Berlin,73.35,104.57,138.79,172.27,204.96,225.5,255.5,285.19,314.18,349.7,417.81,502.94,542.0,580.45,636.79,763.93
DE,DE - 12,Berlin,73.35,104.57,138.79,172.27,204.96,225.5,255.5,285.19,314.18,349.7,417.81,502.94,542.0,580.45,636.79,763.93
DE,DE - 13,Brandenburg,73.35,104.57,138.79,172.27,204.96,225.5,255.5,285.19,314.18,349.7,417.81,502.94,542.0,580.45,636.79,763.93
DE,DE - 14,Barnim,73.35,104.57,138.79,172.27,204.96,225.5,255.5,285.19,314.18,349.7,417.81,502.94,542.0,580.45,636.79,763.93
DE,DE - 15,Neubrandenburg,80.08,115.76,153.99,191.37,228.31,250.75,284.47,317.84,350.45,390.44,466.97,563.77,607.2,649.91,710.48,853.48
DE,DE - 16,Rostock,80.08,115.76,153.99,191.37,228.31,250.75,284.47,317.84,350.45,390.44,466.97,563.77,607.2,649.91,710.48,853.48
DE,DE - 17,Schwerin,80.08,115.76,153.99,191.37,228.31,250.75,284.47,317.84,350.45,390.44,466.97,563.77,607.2,649.91,710.48,853.48
DE,DE - 18,Hamburg,70.77,100.43,132.96,164.55,195.95,215.65,244.21,272.5,300.3,333.71,398.54,479.1,516.38,553.08,607.7,728.94
DE,DE - 19,Hamburg,70.77,100.43,132.96,164.55,195.95,215.65,244.21,272.5,300.3,333.71,398.54,479.1,516.38,553.08,607.7,728.94
DE,DE - 20,Hamburg,70.77,100.43,132.96,164.55,195.95,215.65,244.21,272.5,300.3,333.71,398.54,479.1,516.38,553.08,607.7,728.94
DE,DE - 21,Lubeck,80.08,115.76,153.99,191.37,228.31,250.75,284.47,317.84,350.45,390.44,466.97,563.77,607.2,649.91,710.48,853.48
DE,DE - 22,Kiel,80.08,115.76,153.99,191.37,228.31,250.75,284.47,317.84,350.45,390.44,466.97,563.77,607.2,649.91,710.48,853.48
DE,DE - 23,Pinneberg,80.08,115.76,153.99,191.37,228.31,250.75,284.47,317.84,350.45,390.44,466.97,563.77,607.2,649.91,710.48,853.48
DE,DE - 24,Oldenburg,66.41,93.38,123.03,151.99,180.84,198.93,225.21,251.39,276.79,310.22,366.67,439.36,473.8,507.71,559.57,670.71
DE,DE - 25,Diepholz,66.41,93.38,123.03,151.99,180.84,198.93,225.21,251.39,276.79,310.22,366.67,439.36,473.8,507.71,559.57,670.71
DE,DE - 26,Bremen,66.41,93.38,123.03,151.99,180.84,198.93,225.21,251.39,276.79,310.22,366.67,439.36,473.8,507.71,559.57,670.71
DE,DE - 27,Celle,66.41,93.38,123.03,151.99,180.84,198.93,225.21,251.39,276.79,310.22,366.67,439.36,473.8,507.71,559.57,670.71
DE,DE - 28,Hannover,66.41,93.38,123.03,151.99,180.84,198.93,225.21,251.39,276.79,310.22,366.67,439.36,473.8,507.71,559.57,670.71
DE,DE - 29,Elze,66.41,93.38,123.03,151.99,180.84,198.93,225.21,251.39,276.79,310.22,366.67,439.36,473.8,507.71,559.57,670.71
DE,DE - 30,Lippe,61.46,84.92,111.15,136.93,162.45,178.99,202.63,225.65,248.48,278.11,328.25,391.7,422.77,453.33,501.93,600.55
DE,DE - 31,Paderborn,61.46,84.92,111.15,136.93,162.45,178.99,202.63,225.65,248.48,278.11,328.25,391.7,422.77,453.33,501.93,600.55
DE,DE - 32,Kassel,66.41,93.38,123.03,151.99,180.84,198.93,225.21,251.39,276.79,310.22,366.67,439.36,473.8,507.71,559.57,670.71
